﻿CODGEO;Libellé commune ou ARM;Région;Département;Population en 2012;Population en 2007;Superficie;Naissances entre 2007 et 2012;Décès entre 2007 et 2012;Ménages en 2012;Nombre de naissances domiciliées en 2013;Nombre de décès domiciliés en 2013;Logements en 2012;Résidences principales en 2012;Rés secondaires et logts occasionnels en 2012;Logements vacants en 2012;Rés princ occupées Propriétaires en 2012;Nombre de ménages fiscaux en 2012;Part des ménages fiscaux imposés  en 2012;Médiane du revenu disponible par UC en 2012;Taux de pauvreté en 2012;Emplois au LT en 2012;Emplois salariés au LT en 2012;Emplois au LT en 2007;Pop 15-64 ans en 2012;Chômeurs 15-64 ans en 2012;Actifs 15-64 ans en 2012;Total des ets actifs au 31 décembre 2012;Ets actifs agriculture au 31/12/2012;Ets actifs industrie au 31/12/2012;Ets actifs construction au 31/12/2012;Ets actifs commerce services au 31/12/2012;Ets actifs commerce réparation auto au 31/12/2012;Ets actifs adm publique au 31/12/2012;Ets actifs de 1 à 9 salariés au 31 décembre 2012;Ets actifs 10 salariés ou plus au 31 décembre 2012;coordonnees;Métropole
2B159;Meria;94;2B;99.0;99.0;20.43;2.0;8.0;55.3235294118;0.0;1.0;194.850661195;55.3235294118;132.92787555;6.59925623298;39.7941176471;54.0;;17269.0;;16.5050215208;6.79913916786;18.9840140225;42.7058823529;7.76470588235;31.0588235294;18.0;4.0;1.0;3.0;9.0;0.0;1.0;2.0;0.0;42.9200015376, 9.4368174556;
2B074;Casanova;94;2B;349.0;339.0;9.89;17.0;8.0;161.92795389;4.0;1.0;233.061557129;161.92795389;70.1174089069;1.01619433198;107.616714697;139.0;;21304.7619048;;49.1203028626;31.1281349368;37.4246381013;231.325648415;13.0749279539;173.997118156;27.0;3.0;2.0;12.0;7.0;4.0;3.0;8.0;0.0;42.2616692125, 9.15184231008;
2A308;Sainte-Lucie-de-Tallano;94;2A;446.0;363.0;25.57;38.0;34.0;230.063348416;2.0;12.0;549.111152034;230.063348416;271.744186047;47.3036175711;153.375565611;179.0;;18281.3333333;;208.411619723;164.003673033;287.932521384;232.081447964;24.2171945701;152.366515837;91.0;18.0;4.0;8.0;54.0;13.0;7.0;16.0;2.0;41.6682904009, 9.06116918689;
2A094;Corrano;94;2A;86.0;87.0;12.69;3.0;2.0;42.4941176471;1.0;1.0;95.9647058824;42.4941176471;53.4705882353;0.0;36.4235294118;;;;;6.94220985692;4.91868044515;8.24958698589;38.4470588235;2.02352941176;22.2588235294;7.0;4.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;41.8820885118, 9.07104035554;
2B353;Ville-di-Pietrabugno;94;2B;3559.0;3075.0;7.53;143.0;120.0;1649.0;15.0;33.0;1930.44136126;1649.0;231.362827225;50.0785340314;1095.30200178;1584.0;72.2609246358;23264.7826087;10.07121;539.884603113;386.338027287;422.553268985;2249.96863522;144.039815282;1692.62227994;329.0;7.0;11.0;57.0;215.0;33.0;39.0;57.0;9.0;42.7159914002, 9.42737933318;
2B086;Centuri;94;2B;211.0;228.0;8.3;6.0;11.0;96.0892018779;3.0;1.0;307.126760563;96.0892018779;163.751134748;47.2864239378;69.3427230047;96.0;;13742.5806452;;50.6349733082;34.8043292427;78.4249826622;129.769953052;9.90610328638;75.2863849765;57.0;8.0;1.0;9.0;35.0;6.0;4.0;12.0;0.0;42.967184653, 9.364498523169999;
2B287;Sorio;94;2B;140.0;153.0;15.56;4.0;7.0;64.37956204380001;1.0;5.0;118.314521393;64.37956204380001;35.0104122094;18.9245471402;50.0729927007;;;;;14.3916137703;3.0304622871;13.9218816293;66.4233576642;4.08759124088;41.897810219;13.0;6.0;0.0;1.0;4.0;0.0;2.0;3.0;0.0;42.5778173926, 9.24430317014;
2B347;Vezzani;94;2B;322.0;307.0;46.32;6.0;43.0;173.0;1.0;3.0;355.0;173.0;172.0;10.0;129.0;140.0;;16353.0;;81.8393176764;57.5017236362;97.3358982863;168.0;11.0;114.0;37.0;9.0;4.0;8.0;10.0;2.0;6.0;10.0;1.0;42.1573513565, 9.292359887;
2A181;Ocana;94;2A;548.0;509.0;26.06;21.0;18.0;208.140536161;1.0;7.0;337.039460892;208.140536161;106.938367184;21.9605575468;152.899445995;182.0;;18658.8888889;;121.558165125;93.9804657502;102.595699665;343.183251526;26.6164805058;253.454229731;54.0;15.0;5.0;5.0;23.0;6.0;6.0;14.0;2.0;41.9503939626, 8.909888839;
2B037;Biguglia;94;2B;7547.0;6215.0;22.27;495.0;185.0;3015.84742627;87.0;49.0;3307.80403376;3015.84742627;132.707548861;159.249058634;1931.61775934;2693.0;66.1830357143;19758.5;14.53142;3141.65878691;2527.43806191;2455.17709003;5193.54660379;385.352889677;3915.00360832;1230.0;38.0;95.0;285.0;722.0;225.0;90.0;342.0;81.0;42.6164219998, 9.44048317398;
2B275;Sermano;94;2B;64.0;78.0;7.62;1.0;5.0;34.1333333333;0.0;1.0;75.9971326165;34.1333333333;34.8864994026;6.9772998805299995;28.8;;;;;3.2;1.06666666667;12.6809460741;39.4666666667;3.2;23.4666666667;8.0;4.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;42.3157105384, 9.26621042677;
2A024;Aullène;94;2A;184.0;179.0;40.92;9.0;5.0;86.0;0.0;1.0;432.82546495;86.0;338.920611048;7.90485390199;53.0;60.0;;16728.5365854;;54.135110626;40.135110626;43.2575784682;116.0;5.0;87.0;21.0;6.0;0.0;6.0;7.0;1.0;2.0;5.0;0.0;41.8067898223, 9.09266751602;
2A085;Cauro;94;2A;1311.0;1264.0;27.9;46.0;50.0;526.163776122;10.0;18.0;681.294255225;526.163776122;121.689178218;33.4413008845;372.951335566;501.0;;21842.8571429;;251.417795269;166.050216829;184.625777515;810.063792495;62.4945481218;626.953401746;163.0;18.0;9.0;38.0;87.0;20.0;11.0;37.0;6.0;41.9042036105, 8.89390218223;
2B307;Santa-Lucia-di-Moriani;94;2B;1199.0;1247.0;6.22;42.0;66.0;499.407732865;14.0;15.0;1027.91067059;499.407732865;470.378378378;58.124559342;270.775922671;488.0;;16031.2;;165.916897235;90.4604716732;144.122075215;775.451669596;59.0017574692;493.086115993;138.0;9.0;4.0;36.0;81.0;21.0;8.0;23.0;2.0;42.3840957627, 9.51068685295;
2B059;Canavaggia;94;2B;99.0;110.0;34.93;1.0;6.0;52.0;0.0;1.0;147.0;52.0;94.0;1.0;42.0;;;;;12.9326427499;4.95509516661;11.9938183735;59.0;1.0;34.0;18.0;9.0;0.0;3.0;5.0;2.0;1.0;2.0;1.0;42.4966282507, 9.23425707415;
2A351;Villanova;94;2A;348.0;355.0;11.25;9.0;7.0;139.598853868;1.0;0.0;258.098853868;139.598853868;114.37826087;4.12173913043;113.673352436;140.0;;25949.4761905;;25.156458309;14.1879769336;24.7820169994;253.272206304;18.9455587393;195.438395415;36.0;4.0;0.0;8.0;22.0;5.0;2.0;4.0;1.0;41.9635153362, 8.66974621605;
2B149;Lugo-di-Nazza;94;2B;115.0;114.0;25.41;2.0;2.0;47.9166666667;0.0;0.0;72.9166666667;47.9166666667;21.875;3.125;37.2685185185;;;;;23.0555812456;16.7378775077;16.7740245701;70.2777777778;9.58333333333;46.8518518519;12.0;6.0;2.0;2.0;1.0;0.0;1.0;4.0;0.0;42.0755704255, 9.32349396148;
2B012;Altiani;94;2B;61.0;103.0;18.29;0.0;6.0;36.0454545455;0.0;2.0;108.307749627;36.0454545455;70.3606557377;1.90163934426;29.5757575758;;;;;20.4745115192;13.9290569738;21.7642370718;28.6515151515;0.0;16.6363636364;17.0;8.0;0.0;1.0;6.0;2.0;2.0;1.0;0.0;42.2194492715, 9.27831968193;
